time,flux,
0.01,4886.739720720019
0.02,9285.692856763073
0.03,14737.43078198573
0.04,21108.53858821041
0.05,28635.97013428683
0.06,38059.92349915045
0.07000000000000001,47451.13937300593
0.08,58350.81545413998
0.09,71504.79952677718
0.09999999999999999,87198.95509191389
0.11,103474.1915389282
0.12,123617.8724981423
0.13,141688.0410075252
0.14,163054.8813146117
0.15,190804.4144602797
0.16,218095.5624000164
0.17,246601.5622242264
0.18,285620.8953961108
0.19,320793.3250934535
0.2,361196.390976427
0.21,384147.9390435957
0.22,439358.3687331923
0.23,494863.4682910024
0.24,528637.2269763235
0.25,568747.0564369221
0.26,602007.023153475
0.27,640282.0813266672
0.28,686012.1464094716
0.29,754481.4242745086
0.3,812176.107607323
0.31,840957.5893033464
0.32,851308.1430590209
0.33,857428.0240996298
0.34,852612.5496880066
0.35,849165.4391488939
0.36,846871.2511637886
0.37,846011.6910528763
0.38,845798.1257849046
0.39,846452.9971392606
0.4,848385.1046848245
0.41,850645.2597175125
0.42,852399.9366844405
0.43,854401.3424674977
0.44,856868.4408578349
0.45,859026.5915026625
0.46,861537.1123882848
0.47,863867.4785018797
0.48,866375.0531737405
0.49,869113.7291081821
0.5,871815.8468191922
0.51,874431.9371171911
0.52,877130.8035413544
0.53,879692.1715024798
0.54,882203.3678567555
0.55,884845.30467952
0.5600000000000001,887476.3156622829
0.5700000000000001,890002.0807080058
0.5800000000000001,892418.8386693867
0.59,894823.017981397
0.6,897205.7967034114
0.61,899559.3056326204
0.62,901960.6112431985
0.63,903907.904681972
0.64,906420.2239000144
0.65,908392.1822692518
0.66,910638.0408181208
0.67,912912.0871360522
0.68,914954.4651600652
0.6900000000000001,916988.5437698402
0.7,919009.3813010975
0.71,920946.1735348032
0.72,922777.6012072499
0.73,924714.1750805278
0.74,926567.5327195737
0.75,928228.5691056879
0.76,930039.4374520314
0.77,931716.447510318
0.78,933255.0530014487
0.79,934840.9410301017
0.7999999999999999,936419.1455752045
0.8099999999999999,938016.1054063396
0.82,939445.9788689559
0.83,940866.7064237167
0.84,942233.7041424287
0.85,943697.6355199367
0.86,945179.4298550158
0.87,946490.5678438281
0.88,947793.0826986289
0.89,949255.4049192811
0.9,950530.6177785748
0.9099999999999999,950561.4777964405
0.9199999999999999,952914.3690925358
0.9299999999999999,954053.7461281529
0.9399999999999999,955062.763653882
0.95,956123.4379037116
0.9600000000000001,957128.8494936131
0.9700000000000001,958134.3276443325
0.98,959320.7214199665
0.9900000000000001,960303.478198342
1,961114.6980587651
1.01,962134.2158163715
1.02,963061.0467264132
1.03,963952.1574202945
1.04,964776.689474231
1.05,965775.3793277481
1.06,966575.5250019702
1.07,967389.6929622644
1.08,968099.3980298445
1.09,968895.1019271468
1.1,969609.749369556
1.11,970386.8878770708
1.12,971047.6339541035
1.13,971744.9870164661
1.14,972575.957298037
1.15,973203.0324736667
1.16,973934.0916130401
1.17,974586.4410601833
1.18,975217.4880214687
1.19,975793.7038083459
1.2,976414.053801477
1.21,977295.7155738283
1.22,977919.3100498588
1.23,978454.8612540615
1.24,978949.0665698149
1.25,979402.4163698382
1.26,979738.9908620787
1.27,980900.3885865789
1.28,981362.4177744064
1.29,981899.9081515839
1.3,982251.5026560711
1.31,982616.6431078422
1.32,983037.6288352151
1.33,983451.2933337282
1.34,983850.4264030508
1.35,984237.6430204291
1.36,984592.937074398
1.37,984971.0596027748
1.38,985282.4411298496
1.39,985611.8532044102
1.4,985939.089935355
1.41,986293.8928844096
1.42,986673.5124501404
1.43,986955.8636269114
1.44,987303.4274816344
1.45,987596.4433648551
1.46,987841.9509922388
1.47,988160.6208852392
1.48,988347.8989487984
1.49,988737.0929278719
1.5,988987.641567752
1.51,989260.1448648897
1.52,989542.7081934493
1.53,989764.8275923738
1.54,990099.6038270169
1.55,990407.4407348912
1.56,990639.67664291
1.57,990800.9379693227
1.58,990961.6293521314
1.59,991190.7223854682
1.6,991499.6815468033
1.61,991736.3946471334
1.62,991931.1275397522
1.63,992129.4633219959
1.64,992337.5995591178
1.65,992477.2624689636
1.66,992742.0386393976
1.67,992916.7325768149
1.68,993136.4284418125
1.69,993341.8968480349
1.7,993534.1665530787
1.71,993709.6274912987
1.72,993850.7233759372
1.73,993991.3026005978
1.74,994129.0895252324
1.75,994285.2614739009
1.76,994407.1876058073
1.77,994556.1678034713
1.78,994696.1417841404
1.79,994817.8393995402
1.8,994893.5944674837
1.81,995066.4715300811
1.82,995217.9937862606
1.83,995408.1995540451
1.84,995514.2269507558
1.85,995611.1457185461
1.86,995602.6810996352
1.87,995768.8052032482
1.88,995904.8600094286
1.89,996014.9294051894
1.9,996080.5318341063
1.91,996137.9763287043
1.92,996198.8809199414
1.93,996254.8999107458
1.94,995339.5040166187
1.95,996652.4787375567
1.96,996708.4810681379
1.97,996822.7686782565
1.98,996842.1240993465
1.99,996891.520013232
2,996969.0023867958
2.01,996987.6728635555
2.02,997063.7118762062
2.03,997190.4058790404
2.04,996897.9889846176
2.05,997169.0045443581
2.06,997414.3427794949
2.07,997531.070059694
2.08,997547.3269664496
2.09,997625.750158413
2.1,997646.3253596419
2.11,997822.5478739935
2.12,997841.4000183151
2.13,997907.3649826208
2.14,997946.7190803481
2.15,998017.4549644971
2.16,998182.9751673375
2.17,998241.8929815317
2.18,998320.4694399275
2.19,998369.3277645017
2.2,998393.4831503911
2.21,998433.6638528215
2.22,998500.8792742392
2.23,998546.7165581315
2.24,998617.60171978
2.25,998664.3647649827
2.26,998690.4361575065
2.27,998714.6210440391
2.28,998738.108659227
2.29,998808.9372611662
2.3,998844.0577760411
2.31,998868.4649337564
2.32,998905.5573536416
